rho,leak,input_scale,mean_val_nrmse,median_val_nrmse,mean_test_nrmse,median_test_nrmse
1.0,0.3,2.0,0.8124931095275869,0.9360020917140269,0.8302580185894738,0.9597867044323174
1.0,0.6,0.3,0.7553564388067893,0.9480034520824088,0.8086587391132607,0.9521312906331654
1.0,0.6,1.0,0.7763536037871288,0.9244302164206253,0.8012842850413538,0.9436280072458747
1.0,0.6,2.0,0.7955223099347112,0.9075712812045862,0.819228409284412,0.9474944433383452
1.0,1.0,0.3,0.7768073889213617,0.9364073713466294,0.8123686909811217,0.9536477419749323
1.0,1.0,1.0,0.793306194641383,0.9267015501927609,0.8153565723546665,0.9387003496411339
1.0,1.0,2.0,0.801908524584397,0.9193431848863214,0.8316252917386049,0.9555595928927947
1.1,0.1,0.3,0.8148773249210908,0.9388421739210702,0.9008125308184365,0.9711803943934663
1.1,0.1,1.0,0.7988365085656961,0.9388087661047699,0.9086895946838488,0.9614852321617249
1.1,0.1,2.0,0.8218283680334093,0.9347284763650875,0.9314747411651942,0.9687388399184682
1.1,0.3,0.3,0.7843524750393299,0.9366591151025695,0.8389839144074324,0.9471580315910799
1.1,0.3,1.0,0.7919253894618726,0.9370402135802283,0.8197136867298398,0.9500481551710245
1.1,0.3,2.0,0.8151644134091582,0.9343410970553186,0.8418218441952126,0.9559296892019167
1.1,0.6,0.3,0.7652901931471969,0.9537555669301818,0.80760707684214,0.9491534316321637
1.1,0.6,1.0,0.7855547718048574,0.9278104488072186,0.8072636130864479,0.9448319994664645
1.1,0.6,2.0,0.8096651082655837,0.9079490881706049,0.838122419841898,0.9519843140236507
1.1,1.0,0.3,0.7899696314213781,0.9371249199998366,0.8338448008952559,0.9596835371648833
1.1,1.0,1.0,0.8258657842958181,0.9436527989078187,0.8422453884995329,0.9482593747574479
1.1,1.0,2.0,0.8220697348738986,0.9278418950152898,0.8508219043556389,0.9499454410283996
1.3,0.1,0.3,0.8189844774775639,0.9408995315970942,0.8973174980899069,0.9672924622017467
1.3,0.1,1.0,0.8417344070661582,0.9656408189882233,0.9118343507249137,0.979530306630198
1.3,0.1,2.0,0.8226083657082501,0.931937712250662,0.9161011909226564,0.9676232522748209
1.3,0.3,0.3,0.7849279909109124,0.9446036945779568,0.8364914022367296,0.9442354986278478
1.3,0.3,1.0,0.7935123311658022,0.9228530514981266,0.8514338220016696,0.9488996766385998
1.3,0.3,2.0,0.8269160741716579,0.9400035948238299,0.8472625395659191,0.9514724202918157
1.3,0.6,0.3,0.7743110227603344,0.9614624189704175,0.8047143658226776,0.9443737717365608
1.3,0.6,1.0,0.8085844536686448,0.9343765812429239,0.8179151906103295,0.9459187995193532
1.3,0.6,2.0,0.8209389677976873,0.9135790538866218,0.8594593143763404,0.9535461791081336
1.3,1.0,0.3,0.8417260055784461,0.9776168127750053,0.9032429973255305,0.97649654209917
1.3,1.0,1.0,0.8581813648158885,0.9627474943296859,0.8727634197302752,0.9672084845330196
1.3,1.0,2.0,0.8684551317860454,0.9452167236355781,0.9044814699343178,0.9698625665354907
